location,bhk,total_sqft,bath,balcony,price_in_lakhs
Electronics City,2,1296,2,2,6500000
Electronics City,2,1190,2,1,5355000
Whitefield,2,1173,2,1,7700000
Electronics City,2,1102,2,0,5200000
Electronics City,2,913,2,1,3600000
Electronics City,2,1176,2,1,3527000
Electronics City,3,1620,3,2,6500000
Electronics City,4,2968,3,3,22500000
Electronics City,3,1519,2,3,6500000
Electronics City,2,1345,2,2,10600000
Electronics City,3,1594,3,2,9900000
Electronics City,2,1250,2,1,6800000
Electronics City,2,1056,2,1,6000000
Vijayanagar,2,1150,2,1,4800000
Vijayanagar,2,1464,2,1,14500000
Electronics City,2,861,2,0,3650000
Electronics City,2,1047,2,1,8262000
Electronics City,2,1065,2,1,4500000
Electronics City,3,2300,3,3,36900000
Electronics City,2,1000,2,1,6200000
Electronics City,3,1682,3,1,11300000
Electronics City,3,1756,3,2,13100000
Electronics City,2,1050,4,2,9000000
Vijayanagar,2,1238,2,1,6732000
Bommanahalli,2,814,2,1,4200000
Electronics City,2,1145,2,1,4650000
Electronics City,2,965,2,1,3400000
Electronics City,1,750,2,1,3600000
Electronics City,2,1300,2,2,5500000
Electronics City,3,1590,3,3,13100000
Whitefield,2,982,2,1,3700000
Indira Nagar,2,1260,2,2,10000000
Electronics City,3,1555,3,2,7517000
Electronics City,2,1225,2,2,4800000
Electronics City,2,1085,2,1,4600000
Electronics City,3,1640,3,2,22000000
Electronics City,3,1595,3,1,11000000
Electronics City,2,1196,2,2,4044000
Electronics City,3,1859,3,1,10800000
Electronics City,2,1079,2,1,6000000
Whitefield,2,1118,2,1,4200000
Electronics City,2,1198,2,2,6000000
Electronics City,3,1830,4,2,13500000
Electronics City,2,1160,2,1,5900000
Electronics City,2,1485,2,1,15600000
Electronics City,3,2070,3,3,13500000
Electronics City,2,957,2,0,5250000
Electronics City,2,1268,2,1,6900000
Electronics City,2,1450,2,2,8700000
Electronics City,3,1600,2,2,7500000
Electronics City,2,1330,2,1,5700000
Indira Nagar,2,1355,2,2,6500000
Electronics City,2,1272,2,2,5150000
Vijayanagar,2,1100,2,1,3849000
Electronics City,2,1220,3,2,5800000
Bommanahalli,2,1075,2,1,4676000
Electronics City,1,800,2,1,5500000
Electronics City,2,995,2,1,3482000
Electronics City,2,900,1,1,4400000
Electronics City,2,1140,2,1,4200000
Electronics City,2,1480,2,2,12500000
Electronics City,3,1710,2,2,9063000
Electronics City,3,2106,3,3,14800000
Electronics City,3,1602,2,2,10400000
Electronics City,3,1660,2,2,11600000
Electronics City,3,1549,3,2,8000000
Electronics City,1,700,1,1,3800000
Electronics City,2,1012,2,1,6400000
Electronics City,2,1469,3,1,8900000
Whitefield,2,1216,2,1,6900000
Electronics City,2,1065,2,1,5613000
Electronics City,2,1411,3,1,9315000
Electronics City,2,1400,2,2,5750000
Electronics City,2,1250,3,2,2900000
Electronics City,2,1245,2,3,6200000
Bommanahalli,2,1115,2,1,5000000
Electronics City,2,1000,2,1,3500000
Electronics City,3,1800,3,2,9000000
Electronics City,2,1500,2,2,13000000
Electronics City,2,1275,3,2,4400000
Electronics City,2,1494,3,2,8200000
Electronics City,3,1949,3,2,12900000
Bommanahalli,2,1020,2,1,4650000
Electronics City,2,883,2,1,4500000
Electronics City,4,3200,4,3,28000000
Vijayanagar,3,2010,3,3,12500000
Vijayanagar,2,1240,2,2,8000000
Electronics City,2,1213,2,1,6300000
Electronics City,3,1835,3,3,8800000
Electronics City,4,2932,5,3,19500000
Electronics City,2,945,2,0,4500000
Electronics City,3,1504,2,2,10000000
Electronics City,3,1569,3,2,15000000
Electronics City,3,1755,3,2,13000000
Vijayanagar,3,1760,3,2,14000000
Electronics City,2,1240,2,3,4394000
Electronics City,2,1450,3,2,7254000
Electronics City,2,1000,2,0,4800000
Electronics City,3,2000,4,2,14500000
Bommanahalli,2,1215,2,2,5900000
Vijayanagar,2,1330,3,3,7350000
Electronics City,2,1178,2,1,7500000
Electronics City,3,2040,2,2,5900000
Electronics City,3,2000,3,2,8500000
Electronics City,3,1602,2,1,16500000
Electronics City,2,1194,2,2,4600000
Electronics City,3,1800,3,1,22000000
Electronics City,3,1700,3,3,10800000
Electronics City,2,1200,3,2,6500000
Electronics City,3,1737,3,3,8500000
Bommanahalli,2,1280,2,1,4800000
Electronics City,3,1560,2,2,8500000
Electronics City,2,883,2,1,4400000
Electronics City,1,750,2,1,3300000
Bommanahalli,3,2400,3,3,14000000
Electronics City,2,900,2,1,4500000
Electronics City,2,1030,2,1,4935000
Electronics City,3,1850,3,2,15500000
Electronics City,3,1831,3,1,11000000
Electronics City,2,1095,2,1,3833000
Electronics City,2,1320,2,1,3813000
Electronics City,2,1000,2,1,6100000
Bommanahalli,3,1820,3,2,8540000
Electronics City,2,1075,2,1,4100000
Electronics City,2,1140,2,1,7093000
Bommanahalli,2,1145,2,2,5840000
Electronics City,3,1862,3,3,12000000
Electronics City,2,947,2,2,4300000
Electronics City,2,1120,2,2,4000000
Electronics City,4,2700,3,3,20000000
Electronics City,3,1805,2,2,7500000
Electronics City,2,1100,2,3,9300000
Whitefield,3,1677,3,2,9800000
Electronics City,3,1560,3,3,7400000
Vijayanagar,3,2060,3,2,15000000
Electronics City,3,1716,2,0,11500000
Electronics City,3,1864,3,1,14000000
Electronics City,1,638,1,1,3200000
Bommanahalli,2,937,2,1,3000000
Electronics City,2,1490,2,1,11500000
Electronics City,5,4856,5,3,41000000
Whitefield,2,1100,2,1,3700000
Electronics City,2,1000,2,2,4853000
Electronics City,2,1060,2,1,3700000
Electronics City,2,1047,2,1,9100000
Electronics City,2,1200,2,2,8000000
Vijayanagar,2,1420,2,2,7500000
Electronics City,3,1539,3,2,8500000
Electronics City,3,1550,3,1,5900000
Electronics City,3,1555,3,3,8200000
Electronics City,3,1553,3,3,6800000
Electronics City,2,920,2,2,2600000
Electronics City,3,1740,3,3,12000000
Electronics City,3,1855,3,2,14500000
Electronics City,3,1724,3,1,14600000
Electronics City,2,1020,2,2,6000000
Electronics City,2,1250,2,1,5000000
Electronics City,2,1450,3,2,7500000
Electronics City,2,1200,2,2,8000000
Electronics City,2,1140,2,2,5800000
Electronics City,2,1450,3,1,4400000
Electronics City,1,700,2,1,3507000
Electronics City,2,1050,2,1,4500000
Electronics City,3,1600,3,3,6900000
Electronics City,3,1625,2,3,7500000
Vijayanagar,2,1492,2,2,6500000
Electronics City,2,1489,2,3,8200000
Electronics City,3,1560,2,2,6238000
Electronics City,2,1140,2,2,4200000
Electronics City,2,1431,3,2,6500000
Electronics City,3,1682,3,1,11400000
Electronics City,2,1198,2,1,8626000
Electronics City,3,1550,2,2,6975000
Electronics City,2,1026,2,1,4500000
Electronics City,2,1260,2,2,5200000
Electronics City,2,1200,2,2,7955000
Electronics City,2,1186,2,2,4000000
Electronics City,2,1039,2,2,3950000
Electronics City,4,2520,3,2,15000000
Bommanahalli,2,1225,2,2,6650000
Bommanahalli,2,1350,2,2,7200000
Vijayanagar,2,1030,2,2,30000000
Whitefield,3,1550,2,2,4960000
Electronics City,2,1490,3,2,7900000
Bommanahalli,3,1520,3,2,11100000
Electronics City,2,1391,2,3,6450000
Electronics City,2,1200,2,2,5000000
Electronics City,2,1322,2,2,8000000
Whitefield,3,2173,3,2,12800000
Electronics City,2,1200,2,2,7500000
Electronics City,2,1200,2,2,4700000
Electronics City,2,1170,2,2,6500000
Electronics City,2,1125,2,2,4556000
Electronics City,2,1250,2,2,9000000
Bommanahalli,2,1025,2,2,2768000
Electronics City,2,1075,2,2,3600000
Electronics City,3,1900,2,2,19000000
Whitefield,2,1435,3,2,4500000
Electronics City,2,1175,2,2,6498000
Electronics City,2,1464,3,2,5600000
Electronics City,2,900,2,1,3300000
Electronics City,3,1602,2,1,17000000
Electronics City,2,1220,2,2,4200000
Electronics City,4,2500,3,3,35000000
Electronics City,3,2145,3,3,18000000
Electronics City,2,960,2,3,5800000
Electronics City,2,1210,2,1,7400000
Electronics City,2,1230,2,2,7000000
Electronics City,2,1350,2,1,7500000
Electronics City,2,1150,2,2,5800000
Electronics City,2,1404,2,0,5335000
Electronics City,2,1050,2,3,4800000
Electronics City,2,1285,2,2,5600000
Electronics City,2,1018,2,1,5080000
Electronics City,2,1115,2,2,5000000
Electronics City,3,1600,3,3,9500000
Electronics City,2,1480,2,1,8000000
Vijayanagar,2,1435,3,3,5300000
Vijayanagar,1,600,2,0,2300000
Electronics City,3,1590,2,3,8500000
Electronics City,2,936,2,0,4020000
Electronics City,2,1181,2,1,7500000
Electronics City,3,1741,3,2,8000000
Electronics City,3,1750,3,1,12300000
Electronics City,2,1050,2,2,4270000
Electronics City,2,1027,2,1,6000000
Electronics City,3,1600,3,2,7000000
Electronics City,4,2790,5,3,19800000
Electronics City,2,1000,2,1,6000000
Electronics City,2,1120,2,2,4424000
Electronics City,2,1200,2,2,3500000
Electronics City,3,1570,3,2,11000000
Electronics City,2,1500,3,1,13500000
Electronics City,2,1315,2,2,14000000
Electronics City,2,1140,2,1,3384000
Electronics City,2,1105,2,2,9000000
Electronics City,2,1200,2,1,3465000
Electronics City,2,1185,2,1,5000000
Electronics City,2,1083,2,1,10000000
Electronics City,2,1458,3,2,6000000
Electronics City,3,1555,3,2,7500000
Electronics City,2,1200,2,2,4500000
Electronics City,2,1308,2,1,5886000
Electronics City,2,1024,2,2,4400000
Electronics City,2,1194,2,2,4700000
Electronics City,2,1450,3,1,7500000
Electronics City,3,1639,3,3,12000000
Whitefield,3,1870,3,2,13800000
Electronics City,2,1232,2,1,8700000
Electronics City,3,1719,3,1,18400000
Bommanahalli,2,975,2,1,2486000
Electronics City,3,2000,4,2,13000000
Indira Nagar,2,1230,2,1,7900000
Electronics City,2,1076,2,2,6700000
Electronics City,2,995,2,2,3482000
Electronics City,3,2120,3,2,17700000
Electronics City,2,1096,2,2,4055000
Electronics City,2,1108,2,1,4151000
Electronics City,2,1320,2,2,11500000
Whitefield,2,1320,2,1,9926000
Whitefield,4,2901,4,2,19000000
Electronics City,2,1315,2,2,6500000
Electronics City,2,1000,2,1,4400000
Electronics City,3,1596,3,3,7980000
Electronics City,3,1750,3,2,13000000
Electronics City,2,1350,3,2,4725000
Electronics City,2,1175,2,2,7900000
Electronics City,2,921,2,1,2947000
Electronics City,3,1713,3,3,12500000
Indira Nagar,2,1200,2,0,4300000
Electronics City,3,1664,3,2,6800000
Electronics City,3,1795,3,2,13900000
Electronics City,1,600,1,1,1950000
Electronics City,2,1240,2,3,6500000
Electronics City,3,1965,4,2,13200000
Electronics City,2,1200,2,2,5976000
Electronics City,2,1112,2,3,6800000
Electronics City,4,3000,3,2,6000000
Electronics City,2,1136,2,3,6450000
Electronics City,2,914,2,2,5500000
Electronics City,2,1270,2,1,5079000
Electronics City,2,1050,2,2,4725000
Electronics City,2,1385,2,2,6850000
Electronics City,2,990,2,3,3500000
Electronics City,2,845,2,2,4300000
Whitefield,2,1485,2,1,9651000
Electronics City,2,1460,2,3,4379000
Electronics City,2,1450,2,1,5700000
Electronics City,2,1360,2,1,5300000
Electronics City,2,1375,2,3,5800000
Electronics City,2,1125,2,1,4800000
Electronics City,2,1460,2,2,10000000
Electronics City,2,1107,2,2,4000000
Electronics City,2,1158,2,3,7500000
Vijayanagar,1,800,1,1,3000000
Electronics City,3,1760,3,2,12800000
Electronics City,2,1125,2,1,3249000
Electronics City,3,1706,3,3,15400000
Bommanahalli,3,1600,3,2,11200000
Electronics City,2,1200,2,0,9000000
Whitefield,3,1755,3,3,10100000
Electronics City,2,1200,2,1,5000000
Electronics City,2,1200,2,2,6700000
Electronics City,3,1800,3,2,9000000
Electronics City,2,1300,3,2,6400000
Electronics City,2,1128,2,2,4000000
Electronics City,2,1210,2,1,8000000
Electronics City,2,1151,2,2,3900000
Electronics City,2,1464,3,2,5600000
Electronics City,2,1017,2,2,2700000
Electronics City,2,920,2,1,4000000
Electronics City,3,1750,3,3,8650000
Bommanahalli,2,1163,2,1,6500000
Electronics City,3,1650,3,3,11000000
Electronics City,3,1800,3,3,9500000
Electronics City,2,1100,2,1,5800000
Electronics City,2,1200,2,2,6000000
Electronics City,2,1410,3,2,6500000
Electronics City,3,1933,3,2,9800000
Electronics City,2,1200,2,2,4560000
Whitefield,3,1608,2,3,6300000
Electronics City,2,1156,2,2,4690000
Vijayanagar,3,1777,3,2,10500000
Electronics City,2,1339,2,2,8500000
Bommanahalli,2,1080,2,2,4480000
Electronics City,2,1450,3,3,7200000
Electronics City,2,1075,2,2,5300000
Electronics City,2,1163,2,2,6200000
Electronics City,2,1299,2,1,10000000
Electronics City,2,1130,2,1,3263000
Electronics City,2,1170,2,2,7500000
Electronics City,4,2600,4,3,17500000
Electronics City,2,1140,2,1,4332000
Electronics City,3,1900,3,3,12500000
Bommanahalli,2,1090,2,1,3148000
Electronics City,2,1110,2,1,3995000
Electronics City,2,1089,2,1,6000000
Electronics City,2,1080,2,2,3200000
Electronics City,2,1093,2,1,6810000
Electronics City,2,1480,3,1,7548000
Electronics City,3,1703,3,2,12500000
Electronics City,2,1200,2,1,6000000
Electronics City,3,1690,3,2,11600000
Electronics City,2,1305,2,1,7800000
Electronics City,2,1257,2,2,4022000
Electronics City,2,1150,2,2,4500000
Electronics City,2,1194,2,0,5500000
Electronics City,2,1025,2,0,4250000
Electronics City,2,980,2,1,3819000
Whitefield,3,2225,3,1,14900000
Vijayanagar,2,1022,2,2,5700000
Electronics City,2,1153,2,2,4500000
Electronics City,2,1175,2,2,6000000
Electronics City,3,1560,3,3,6800000
Electronics City,1,650,1,1,1700000
Electronics City,2,1350,3,2,5500000
Electronics City,2,1200,1,1,5400000
Bommanahalli,1,800,2,1,2500000
Electronics City,3,2093,4,1,10400000
Electronics City,2,1320,2,2,5544000
Electronics City,2,1275,2,1,7300000
Electronics City,2,1215,2,2,4313000
Electronics City,2,1130,2,1,4520000
Electronics City,2,1444,2,2,7150000
Vijayanagar,2,950,2,2,3800000
Electronics City,2,1000,1,1,9000000
Electronics City,2,1240,2,2,5952000
Electronics City,2,1231,2,2,5000000
Electronics City,2,1300,2,1,12000000
Vijayanagar,3,1713,3,2,11000000
Electronics City,2,1200,2,1,5333000
Electronics City,2,1310,2,0,4600000
Electronics City,1,790,2,1,4950000
Electronics City,3,1744,3,1,20000000
Vijayanagar,3,1605,3,2,10000000
Whitefield,2,1250,2,2,8200000
Electronics City,4,2476,3,3,33700000
Electronics City,2,1260,2,2,7600000
Electronics City,3,1615,3,1,17500000
Electronics City,2,1180,2,1,5600000
Electronics City,2,1255,2,2,5019000
Electronics City,2,1025,2,1,5390000
Electronics City,3,1877,4,2,15000000
Electronics City,3,1649,3,2,15000000
Electronics City,3,1542,3,2,9800000
Electronics City,2,1418,2,2,10500000
Electronics City,2,1012,2,0,4200000
Electronics City,2,1115,2,2,4300000
Electronics City,3,1680,4,3,9500000
Electronics City,2,1171,2,2,7200000
Electronics City,2,1027,2,1,6862000
Electronics City,3,1700,3,3,7500000
Electronics City,2,1090,2,2,3815000
Electronics City,2,1232,2,1,7400000
Vijayanagar,1,766,2,2,2800000
Electronics City,2,1452,2,1,4100000
Bommanahalli,2,1254,2,1,6500000
Electronics City,3,1593,3,1,11800000
Indira Nagar,2,1333,2,2,7727000
Electronics City,2,1375,2,1,5499000
Vijayanagar,3,1650,3,3,8200000
Electronics City,2,1430,2,2,5148000
Electronics City,2,940,2,1,5400000
Electronics City,2,1160,2,2,3654000
Electronics City,2,1500,2,1,7750000
Electronics City,3,1890,2,1,10000000
Electronics City,2,1050,2,1,7000000
Electronics City,2,1027,2,2,4300000
Electronics City,2,1459,2,1,9500000
Electronics City,3,1711,3,3,8561000
Electronics City,2,1250,2,2,9800000
Electronics City,2,1334,2,1,6700000
Electronics City,2,1140,2,1,3292000
Electronics City,2,1115,2,2,5000000
Electronics City,3,1776,3,1,19000000
Electronics City,3,2072,4,2,16000000
Electronics City,2,920,2,3,3900000
Electronics City,3,1631,3,2,8000000
Electronics City,2,1395,3,3,8200000
Electronics City,3,2000,3,2,10500000
Electronics City,2,1232,2,1,6600000
Vijayanagar,2,1075,2,1,5500000
Electronics City,2,1205,2,2,7000000
Electronics City,3,2340,5,1,12900000
Electronics City,2,1179,2,1,5500000
Electronics City,2,1013,2,1,5100000
Electronics City,2,1160,2,2,4060000
Electronics City,2,1200,2,2,6250000
Electronics City,2,1255,2,3,5019000
Electronics City,2,1100,2,1,14500000
Electronics City,2,1069,2,1,5500000
Electronics City,2,1065,2,2,5500000
Electronics City,2,1395,2,0,7500000
Electronics City,3,1725,2,1,16500000
Bommanahalli,2,1007,2,2,4300000
Electronics City,2,1436,2,2,5500000
Electronics City,3,1645,3,2,11700000
Electronics City,2,940,2,1,4361000
Electronics City,4,2850,5,3,34300000
Indira Nagar,3,1740,3,2,19100000
Electronics City,2,1194,2,2,4700000
Electronics City,4,3761,3,2,65000000
Electronics City,3,1829,3,2,12500000
Vijayanagar,2,1000,2,1,6000000
Electronics City,1,675,1,1,1500000
Electronics City,2,1390,2,2,9500000
Electronics City,2,1500,3,2,10400000
Vijayanagar,3,2047,3,2,13600000
Indira Nagar,2,1202,2,1,7900000
Electronics City,2,1012,2,1,5900000
Electronics City,3,2132,3,3,8000000
Whitefield,1,605,1,1,4000000
Electronics City,2,1331,2,1,8800000
Electronics City,2,1150,2,0,25000000
Vijayanagar,2,1280,2,2,4900000
Electronics City,2,1007,2,1,6200000
Electronics City,2,1370,2,1,6100000
Electronics City,2,925,2,2,3500000
Electronics City,2,1500,2,0,7500000
Electronics City,2,1341,2,1,9500000
Electronics City,2,1350,2,2,4725000
Electronics City,2,992,2,1,6000000
Electronics City,2,1163,2,2,6800000
Electronics City,2,1229,2,2,7000000
Electronics City,2,1219,2,1,6126000
Electronics City,3,1525,2,2,9913000
Electronics City,2,1147,2,1,6000000
Vijayanagar,2,1412,2,3,8800000
Electronics City,2,1044,2,1,3477000
Electronics City,2,1190,2,2,6300000
Electronics City,2,1240,2,2,6500000
Electronics City,2,1352,3,1,6500000
Vijayanagar,2,1100,2,2,5500000
Electronics City,2,1330,2,2,3990000
Electronics City,3,1700,3,2,11100000
Electronics City,2,1355,2,1,6700000
Electronics City,2,1200,2,1,4600000
Electronics City,2,1342,2,1,7000000
Electronics City,3,1615,3,2,5087000
Vijayanagar,2,1340,2,1,6500000
Electronics City,2,1200,2,1,5400000
Electronics City,2,1080,2,1,5200000
Electronics City,3,1600,2,1,3100000
Electronics City,2,1200,2,0,3400000
Vijayanagar,3,1605,3,2,6500000
Electronics City,5,7200,5,2,158400000
Electronics City,2,1200,2,2,8000000
Electronics City,1,650,1,3,50000000
Bommanahalli,2,715,2,0,3200000
Bommanahalli,2,1230,2,2,3137000
Electronics City,2,1065,2,1,4259000
Electronics City,2,900,2,0,6500000
Electronics City,2,946,2,2,4500000
Electronics City,3,1711,3,1,11000000
Bommanahalli,2,950,2,1,2565000
Electronics City,3,1656,3,2,8000000
Electronics City,2,1075,2,1,4676000
Electronics City,3,1752,3,2,13300000
Electronics City,3,1540,3,3,8500000
Electronics City,1,665,1,2,3200000
Electronics City,3,1665,3,2,11000000
Electronics City,2,1145,2,1,5400000
Whitefield,2,1185,2,2,4100000
Electronics City,3,1693,3,2,12500000
Electronics City,4,2456,3,3,22000000
Electronics City,4,2559,3,2,40300000
Electronics City,2,1155,2,1,4060000
Electronics City,3,1610,2,2,6440000
Electronics City,3,1709,3,1,8000000
Electronics City,2,1400,2,1,5000000
Electronics City,2,1200,2,1,4200000
Electronics City,2,1439,3,1,5723000
Electronics City,2,1375,2,2,7200000
Vijayanagar,2,1200,2,1,7500000
Electronics City,2,1315,2,3,7500000
Vijayanagar,2,1178,2,3,8200000
Electronics City,2,1430,3,2,5900000
Electronics City,2,1400,2,2,6580000
Electronics City,2,1093,2,2,7200000
Electronics City,2,1200,2,1,4500000
Electronics City,2,1200,2,0,13000000
Whitefield,3,2210,3,2,15600000
Electronics City,2,1150,2,2,7000000
Electronics City,2,1435,2,1,6000000
Whitefield,2,1173,2,1,7820000
Electronics City,2,1140,2,1,3900000
Electronics City,3,1717,3,3,12000000
Electronics City,2,1325,2,1,6500000
Electronics City,2,1370,3,2,6700000
Electronics City,2,1025,2,1,9000000
Electronics City,2,1409,2,3,6200000
Electronics City,2,1200,2,1,5200000
Electronics City,2,1200,2,1,5350000
Whitefield,3,1740,4,3,13000000
Electronics City,2,1232,2,1,8800000
Whitefield,5,5924,4,3,62500000
Electronics City,2,1250,2,1,5000000
Electronics City,2,1475,2,2,17100000
Bommanahalli,3,2100,4,2,8500000
Electronics City,2,1065,2,2,4259000
Electronics City,1,650,1,0,1600000
Electronics City,2,1067,2,2,5200000
Electronics City,2,1364,2,2,5600000
Electronics City,3,1750,3,3,7500000
Electronics City,2,1240,2,1,7100000
Electronics City,3,1540,3,2,7500000
Electronics City,3,1504,2,2,10200000
Electronics City,2,1116,2,1,4980000
Electronics City,3,2365,4,2,17500000
Electronics City,2,1308,2,2,3700000
Vijayanagar,2,864,2,0,4500000
Electronics City,2,1069,2,1,3800000
Electronics City,2,1333,2,1,10000000
Bommanahalli,3,1800,4,1,14500000
Electronics City,3,1698,3,2,10700000
Electronics City,2,1275,2,2,4360000
Electronics City,2,1060,2,1,4800000
Electronics City,2,1160,2,1,4900000
Electronics City,2,1484,2,1,6500000
Electronics City,2,1310,2,1,6600000
Electronics City,4,3000,4,3,24000000
Electronics City,3,2145,3,2,16500000
Electronics City,3,1693,3,1,12500000
Electronics City,2,1230,3,3,6000000
Bommanahalli,2,1310,2,1,3783000
Electronics City,2,1150,2,1,6000000
Electronics City,2,1385,2,2,6650000
Electronics City,2,1066,2,2,5250000
Electronics City,3,2293,3,2,8026000
Electronics City,3,1625,3,3,9200000
Vijayanagar,2,1246,2,1,6740000
Electronics City,3,2400,4,3,25000000
Electronics City,2,1000,2,1,7065000
Electronics City,2,907,2,2,3800000
Electronics City,2,1395,2,3,7900000
Electronics City,2,1180,2,2,5000000
Electronics City,2,1175,2,1,4700000
Bommanahalli,2,1272,2,2,5150000
Electronics City,2,1490,2,1,9200000
Vijayanagar,2,1144,2,2,6700000
Electronics City,2,1143,2,1,5300000
Whitefield,2,1216,2,1,7500000
Electronics City,2,1044,2,1,6000000
Electronics City,2,1352,3,1,9300000
Electronics City,3,1552,3,3,7500000
Electronics City,3,1785,3,2,12000000
Electronics City,2,810,2,2,3450000
Electronics City,3,1650,3,2,5198000
Vijayanagar,3,1595,3,2,7039000
Whitefield,2,1060,2,1,3500000
Electronics City,2,1410,2,3,6500000
Electronics City,3,1523,2,2,5600000
Electronics City,3,1591,3,1,12200000
Vijayanagar,3,1640,3,3,8400000
Electronics City,2,1305,2,2,6000000
Electronics City,3,1590,3,1,5400000
Electronics City,2,1240,2,3,4500000
Electronics City,2,1200,2,2,5400000
Electronics City,2,1100,2,1,4116000
Electronics City,2,1180,2,1,12800000
Electronics City,2,1115,2,1,5000000
Electronics City,2,845,2,1,3300000
Electronics City,3,1567,2,0,19000000
Bommanahalli,2,1310,2,2,4500000
Electronics City,2,959,2,1,4250000
Electronics City,2,1200,4,1,14000000
Electronics City,2,883,2,1,3700000
Electronics City,2,1050,2,2,5550000
Electronics City,2,1390,2,2,7021000
Electronics City,2,1280,2,2,6900000
Electronics City,3,1614,3,2,9500000
Electronics City,2,1000,2,0,5800000
Electronics City,2,1196,2,2,5790000
Electronics City,2,1220,3,2,5700000
Vijayanagar,2,950,2,1,3195000
Vijayanagar,2,1141,2,1,5500000
Electronics City,2,1200,2,2,5100000
Electronics City,2,1380,2,2,5500000
Electronics City,2,855,2,1,3200000
Bommanahalli,2,922,2,1,3600000
Electronics City,2,1200,2,2,4320000
Electronics City,2,1240,2,2,6500000
Electronics City,2,1070,2,2,4200000
Electronics City,2,1293,2,2,7500000
Electronics City,2,1380,2,1,5000000
Electronics City,3,1599,3,2,8000000
Electronics City,2,967,2,2,4110000
Electronics City,3,1885,3,3,9000000
Electronics City,2,860,2,2,6550000
Electronics City,2,1050,2,1,6350000
Electronics City,3,1595,3,2,8800000
Electronics City,2,1350,2,2,10200000
Electronics City,2,1204,2,2,4500000
Electronics City,4,2990,4,3,24000000
Electronics City,2,1035,2,2,4900000
Indira Nagar,2,1000,2,1,2995000
Electronics City,2,1457,3,3,8500000
Electronics City,2,1194,2,2,4700000
Electronics City,2,1100,2,1,6600000
Whitefield,3,1655,3,3,12000000
Electronics City,3,1691,3,1,11500000
Electronics City,2,1215,2,1,4610000
Electronics City,3,1639,3,2,12900000
Electronics City,3,1685,3,1,13500000
Electronics City,2,1100,2,3,3800000
Electronics City,3,2122,3,2,12500000
Electronics City,2,1050,2,2,4700000
Electronics City,2,1230,2,2,4500000
Electronics City,2,1240,3,2,6000000
Electronics City,2,1252,2,3,6500000
Bommanahalli,2,1374,2,2,8800000
Electronics City,2,1355,3,2,8387000
Electronics City,2,1040,2,3,4500000
Electronics City,2,1350,2,2,6800000
Electronics City,3,2400,3,2,13500000
Electronics City,3,1560,3,1,9000000
Vijayanagar,2,1151,2,1,4316000
Electronics City,2,1360,2,2,4759000
Bommanahalli,2,1250,2,2,6000000
Bommanahalli,2,1110,2,2,2997000
Electronics City,2,1015,2,2,5000000
Electronics City,2,1351,2,2,7800000
Electronics City,2,960,2,2,5000000
Vijayanagar,2,1110,2,2,5200000
Electronics City,3,1680,3,2,7200000
Electronics City,2,1350,3,2,4860000
Electronics City,2,1254,2,2,4700000
Electronics City,2,1255,3,2,11500000
Electronics City,2,1051,2,3,6100000
Electronics City,2,1099,2,2,6500000
Electronics City,4,2650,4,3,19900000
Vijayanagar,3,1541,2,2,13000000
Whitefield,2,1125,2,2,4500000
Vijayanagar,3,1650,3,2,8500000
Electronics City,2,1320,3,2,6000000
Electronics City,2,1500,3,2,7400000
Whitefield,2,1180,2,2,7000000
Electronics City,2,1010,2,1,5000000
Bommanahalli,2,1070,2,1,3800000
Bommanahalli,3,1580,3,3,10500000
Electronics City,3,2000,3,2,16500000
Electronics City,3,1920,3,2,13000000
Electronics City,2,1200,2,1,7600000
Electronics City,2,1040,2,2,4500000
Electronics City,2,1430,2,2,9000000
Electronics City,2,1215,2,2,5285000
Electronics City,1,650,1,1,7000000
Electronics City,3,1564,3,1,10500000
Electronics City,2,1200,2,2,6000000
Electronics City,2,1128,2,1,4879000
Electronics City,2,1200,2,2,4440000
Bommanahalli,3,2000,4,1,13500000
Electronics City,4,2750,3,3,26000000
Electronics City,3,1650,3,3,10500000
Electronics City,2,1235,2,2,14800000
Electronics City,2,1200,2,2,5500000
Electronics City,2,985,2,2,4200000
Electronics City,2,1475,2,2,6300000
Electronics City,4,3450,5,0,34800000
Electronics City,2,1157,2,1,5399000
Bommanahalli,2,900,2,3,3500000
Electronics City,2,1030,2,1,6000000
Electronics City,2,1000,2,1,4600000
Electronics City,3,1570,2,2,6594000
Electronics City,2,1283,2,2,6800000
Electronics City,2,875,2,2,4000000
Vijayanagar,2,1200,2,2,5200000
Electronics City,2,1250,2,2,6875000
Electronics City,2,990,2,2,3762000
Electronics City,2,1199,2,1,8500000
Bommanahalli,2,1280,2,2,9000000
Electronics City,4,2750,4,0,41300000
Electronics City,2,1190,2,1,5500000
Vijayanagar,2,1100,2,2,6000000
Electronics City,3,2075,3,1,17500000
Electronics City,2,1133,2,1,5500000
Electronics City,3,2400,3,3,14000000
Whitefield,2,1280,2,2,6900000
Electronics City,2,1250,3,2,6500000
Electronics City,3,1565,2,2,4930000
Electronics City,3,1900,3,0,6500000
Electronics City,2,1080,2,2,4500000
Electronics City,1,600,1,0,4700000
Electronics City,2,1335,2,1,8700000
Vijayanagar,2,1246,2,1,6730000
Electronics City,2,1385,3,1,5500000
Electronics City,3,1578,3,1,7390000
Electronics City,2,1140,2,2,4600000
Electronics City,3,1700,3,1,7990000
